Case #1: 153
21 23 332662
21 24 220263
21 25 262867
21 26 298406
21 27 296750
21 28 208862
21 29 198921
21 30 410218
21 31 207974
21 32 144541
21 33 174077
21 34 166920
21 35 160871
21 36 356560
22 23 255892
22 24 295774
22 25 335148
22 26 431239
22 27 420768
22 28 325551
22 29 247112
22 30 219683
22 31 256165
22 32 220052
22 33 337292
22 34 148576
22 35 227017
22 36 432071
23 24 246447
23 25 245881
23 26 381912
23 27 344070
23 28 465891
23 29 264278
23 30 475575
23 31 273331
23 32 237218
23 33 321050
23 34 165742
23 35 244183
23 36 382744
24 25 64872
24 26 135465
24 27 163061
24 28 284882
24 29 109570
24 30 337639
24 31 46397
24 32 75722
24 33 140041
24 34 147198
24 35 165892
24 36 201735
25 26 200337
25 27 98189
25 28 284316
25 29 174442
25 30 402511
25 31 111269
25 32 140594
25 33 139475
25 34 212070
25 35 209005
25 36 266607
26 27 298526
26 28 420347
26 29 245035
26 30 473104
26 31 181862
26 32 211187
26 33 275506
26 34 282663
26 35 301357
26 36 337200
27 28 282681
27 29 232893
27 30 460962
27 31 209458
27 32 238783
27 33 206957
27 34 272192
27 35 193751
27 36 364796
28 29 366098
28 30 371528
28 31 302925
28 32 295166
28 33 202493
28 34 300844
28 35 279521
28 36 385661
29 30 228069
29 31 63173
29 32 170012
29 33 163605
29 34 98536
29 35 104585
29 36 311305
30 31 291242
30 32 360235
30 33 391674
30 34 326605
30 35 332654
30 36 539374
31 32 122119
31 33 100432
31 34 107589
31 35 119495
31 36 248132
32 33 150325
32 34 71476
32 35 149917
32 36 212019
33 34 208021
33 35 134494
33 36 276338
34 35 78441
34 36 283495
35 36 345868
Case #53: 1225
1 2 90050
1 3 203684
1 4 184271
1 5 111310
1 6 179342
1 7 188931
1 8 219517
1 9 196807
1 10 201900
1 11 61654
1 12 179556
1 13 117724
1 14 175641
1 15 160955
1 16 170374
1 17 227935
1 18 145942
1 19 219222
1 20 136406
1 21 151159
1 22 196247
1 23 132761
1 24 160956
1 25 131525
1 26 132461
1 27 222722
1 28 183609
1 29 143013
1 30 198661
1 31 95995
1 32 256869
1 33 222906
1 34 173990
1 35 141292
1 36 136245
1 37 155111
1 38 147349
1 39 154748
1 40 129644
1 41 188628
1 42 135834
1 43 112782
1 44 132420
1 45 214262
1 46 53649
1 47 116748
1 48 138115
1 49 179886
1 50 71997
2 3 154390
2 4 158396
2 5 115516
2 6 130048
2 7 135648
2 8 189585
2 9 171407
2 10 159726
2 11 138558
2 12 90236
2 13 121930
2 14 127666
2 15 107038
2 16 124136
2 17 178641
2 18 113900
2 19 132800
2 20 87112
2 21 101865
2 22 128175
2 23 99348
2 24 142923
2 25 82231
2 26 91679
2 27 138904
2 28 93559
2 29 124980
2 30 145233
2 31 186045
2 32 224289
2 33 173612
2 34 100860
2 35 85534
2 36 97609
2 37 137749
2 38 113936
2 39 113966
2 40 88862
2 41 141712
2 42 88918
2 43 129816
2 44 83126
2 45 175626
2 46 130553
2 47 67454
2 48 88821
2 49 89836
2 50 148901
3 4 165523
3 5 154947
3 6 24342
3 7 119799
3 8 160142
3 9 124604
3 10 147053
3 11 158040
3 12 149744
3 13 161361
3 14 150552
3 15 140076
3 16 154508
3 17 72935
3 18 155850
3 19 194185
3 20 108972
3 21 92381
3 22 134930
3 23 103210
3 24 175961
3 25 104091
3 26 113539
3 27 167875
3 28 179206
3 29 128842
3 30 127532
3 31 217159
3 32 246149
3 33 195472
3 34 160368
3 35 124965
3 36 88125
3 37 159609
3 38 117798
3 39 135826
3 40 110722
3 41 161194
3 42 110778
3 43 153475
3 44 102608
3 45 166142
3 46 150035
3 47 89314
3 48 110681
3 49 150144
3 50 152373
4 5 85789
4 6 141181
4 7 145880
4 8 178224
4 9 142686
4 10 116322
4 11 122617
4 12 151372
4 13 79375
4 14 161923
4 15 62978
4 16 156136
4 17 92588
4 18 48748
4 19 201928
4 20 98594
4 21 94009
4 22 148939
4 23 70668
4 24 98863
4 25 105719
4 26 115167
4 27 95500
4 28 190577
4 29 80920
4 30 138903
4 31 218787
4 32 218520
4 33 197100
4 34 143672
4 35 99999
4 36 89753
4 37 100339
4 38 85256
4 39 137454
4 40 112350
4 41 162822
4 42 110028
4 43 87261
4 44 75270
4 45 164026
4 46 130622
4 47 90942
4 48 112309
4 49 132648
4 50 132960
5 6 130605
5 7 90449
5 8 121035
5 9 85497
5 10 160627
5 11 65428
5 12 136953
5 13 6414
5 14 161216
5 15 111704
5 16 124693
5 17 137166
5 18 134537
5 19 178997
5 20 87669
5 21 71078
5 22 157960
5 23 104014
5 24 147589
5 25 80410
5 26 92236
5 27 139805
5 28 201428
5 29 129646
5 30 172249
5 31 191681
5 32 145559
5 33 171791
5 34 139065
5 35 29982
5 36 79650
5 37 106374
5 38 102254
5 39 114523
5 40 89419
5 41 139891
5 42 69526
5 43 14300
5 44 81305
5 45 144839
5 46 73433
5 47 78461
5 48 57094
5 49 128841
5 50 75771
6 7 95457
6 8 135800
6 9 148946
6 10 122711
6 11 133698
6 12 125402
6 13 137019
6 14 126210
6 15 164418
6 16 130166
6 17 48593
6 18 139545
6 19 175958
6 20 84630
6 21 68039
6 22 142093
6 23 127552
6 24 181163
6 25 79749
6 26 91575
6 27 143533
6 28 154864
6 29 153184
6 30 103190
6 31 192817
6 32 221807
6 33 171130
6 34 136026
6 35 100623
6 36 63783
6 37 135267
6 38 142140
6 39 111484
6 40 88758
6 41 136852
6 42 86436
6 43 129133
6 44 78266
6 45 141800
6 46 125693
6 47 64972
6 48 86339
6 49 125802
6 50 128031
7 8 177069
7 9 163118
7 10 218168
7 11 127277
7 12 146712
7 13 84035
7 14 116783
7 15 112194
7 16 151476
7 17 144050
7 18 127968
7 19 197268
7 20 105940
7 21 89349
7 22 153599
7 23 75328
7 24 148079
7 25 101059
7 26 110507
7 27 228762
7 28 145437
7 29 100960
7 30 93763
7 31 126260
7 32 214151
7 33 192440
7 34 157336
7 35 104659
7 36 85093
7 37 95679
7 38 89916
7 39 132794
7 40 107690
7 41 104743
7 42 105368
7 43 91921
7 44 70610
7 45 163110
7 46 135282
7 47 86282
7 48 107649
7 49 147112
7 50 137620
8 9 35538
8 10 239939
8 11 157863
8 12 159740
8 13 114621
8 14 142232
8 15 129544
8 16 178813
8 17 87207
8 18 189874
8 19 233117
8 20 141789
8 21 125198
8 22 197679
8 23 166410
8 24 165429
8 25 136908
8 26 146356
8 27 241790
8 28 182444
8 29 147486
8 30 165252
8 31 249976
8 32 199862
8 33 228289
8 34 170364
8 35 135245
8 36 120942
8 37 152466
8 38 151822
8 39 168643
8 40 143539
8 41 126514
8 42 141217
8 43 106735
8 44 106459
8 45 176138
8 46 165868
8 47 122131
8 48 143498
8 49 180062
8 50 168206
9 10 204401
9 11 138097
9 12 124202
9 13 79083
9 14 106694
9 15 165082
9 16 194418
9 17 122745
9 18 191434
9 19 200148
9 20 147635
9 21 140803
9 22 162141
9 23 173739
9 24 200967
9 25 150135
9 26 177733
9 27 206252
9 28 146906
9 29 183024
9 30 129714
9 31 264286
9 32 218228
9 33 238228
9 34 134826
9 35 115479
9 36 136547
9 37 116928
9 38 159151
9 39 200020
9 40 174916
9 41 90976
9 42 155023
9 43 86969
9 44 141997
9 45 140600
9 46 146102
9 47 151130
9 48 129763
9 49 144524
9 50 148440
10 11 140246
10 12 102872
10 13 167041
10 14 140302
10 15 172142
10 16 209073
10 17 171304
10 18 165070
10 19 145436
10 20 148049
10 21 146946
10 22 86181
10 23 179832
10 24 208027
10 25 164103
10 26 173066
10 27 20822
10 28 180514
10 29 190084
10 30 163322
10 31 237922
10 32 306186
10 33 196976
10 34 113496
10 35 187665
10 36 151202
10 37 190754
10 38 192153
10 39 195353
10 40 170249
10 41 113425
10 42 173855
10 43 159155
10 44 165685
10 45 194130
10 46 148251
10 47 152391
10 48 173758
10 49 102472
10 50 150589
11 12 131534
11 13 59014
11 14 113987
11 15 129005
11 16 127786
11 17 173994
11 18 152361
11 19 173578
11 20 90762
11 21 103137
11 22 150603
11 23 136695
11 24 164890
11 25 85881
11 26 86817
11 27 161068
11 28 188681
11 29 111063
11 30 137007
11 31 157649
11 32 198159
11 33 177262
11 34 142158
11 35 79638
11 36 74591
11 37 141399
11 38 138350
11 39 113780
11 40 88676
11 41 142984
11 42 90190
11 43 51128
11 44 84398
11 45 152608
11 46 8005
11 47 71104
11 48 92471
11 49 131934
11 50 10343
12 13 134855
12 14 37430
12 15 91318
12 16 119490
12 17 157300
12 18 127333
12 19 75946
12 20 82466
12 21 65875
12 22 37939
12 23 113644
12 24 127203
12 25 77585
12 26 87033
12 27 82050
12 28 77642
12 29 88012
12 30 60450
12 31 190653
12 32 219643
12 33 148734
12 34 10624
12 35 106971
12 36 61619
12 37 101171
12 38 110529
12 39 109320
12 40 84216
12 41 117993
12 42 84272
12 43 126969
12 44 76102
12 45 91258
12 46 125907
12 47 62808
12 48 84175
12 49 75260
12 50 125867
13 14 167630
13 15 118118
13 16 131107
13 17 130752
13 18 128123
13 19 185411
13 20 94083
13 21 77492
13 22 151546
13 23 110428
13 24 154003
13 25 86824
13 26 98650
13 27 146219
13 28 207842
13 29 136060
13 30 177798
13 31 198095
13 32 139145
13 33 178205
13 34 145479
13 35 36396
13 36 73236
13 37 112788
13 38 95840
13 39 120937
13 40 95833
13 41 146305
13 42 75940
13 43 7886
13 44 87719
13 45 151253
13 46 67019
13 47 72047
13 48 50680
13 49 135255
13 50 69357
14 15 98945
14 16 152265
14 17 156231
14 18 143895
14 19 113376
14 20 115241
14 21 103305
14 22 75369
14 23 91255
14 24 134830
14 25 110360
14 26 74614
14 27 119480
14 28 74694
14 29 116887
14 30 23020
14 31 178234
14 32 252418
14 33 131534
14 34 48054
14 35 131234
14 36 94394
14 37 138601
14 38 105843
14 39 96901
14 40 71797
14 41 155423
14 42 110895
14 43 159744
14 44 108877
14 45 53828
14 46 121992
14 47 95583
14 48 116950
14 49 37830
14 50 103644
15 16 194373
15 17 155566
15 18 60330
15 19 145216
15 20 118965
15 21 142780
15 22 85961
15 23 36866
15 24 35885
15 25 133826
15 26 134762
15 27 151320
15 28 156775
15 29 17942
15 30 105101
15 31 220462
15 32 175603
15 33 196756
15 34 80694
15 35 138742
15 36 117860
15 37 163317
15 38 22278
15 39 157049
15 40 131945
15 41 129148
15 42 138135
15 43 110232
15 44 132343
15 45 121552
15 46 121000
15 47 119049
15 48 140416
15 49 114226
15 50 123338
16 17 178759
16 18 134043
16 19 170046
16 20 78718
16 21 62127
16 22 136181
16 23 168041
16 24 211616
16 25 82349
16 26 83285
16 27 201540
16 28 192477
16 29 179741
16 30 166021
16 31 186905
16 32 224407
16 33 173730
16 34 130114
16 35 103223
16 36 95349
16 37 97423
16 38 172095
16 39 105572
16 40 80468
16 41 130940
16 42 78146
16 43 131733
16 44 80866
16 45 103997
16 46 135791
16 47 96538
16 48 88939
16 49 119890
16 50 138129
17 18 132016
17 19 199864
17 20 133223
17 21 116632
17 22 190686
17 23 163256
17 24 132570
17 25 128342
17 26 114543
17 27 173554
17 28 184885
17 29 173508
17 30 133211
17 31 214188
17 32 241434
17 33 219723
17 34 167924
17 35 149216
17 36 112376
17 37 183860
17 38 170068
17 39 136830
17 40 117360
17 41 185445
17 42 132651
17 43 122866
17 44 126859
17 45 172898
17 46 174286
17 47 113565
17 48 134932
17 49 156900
17 50 176624
18 19 192243
18 20 100915
18 21 84324
18 22 144024
18 23 52640
18 24 96215
18 25 96034
18 26 107860
18 27 144248
18 28 172549
18 29 78272
18 30 120875
18 31 170348
18 32 235933
18 33 187415
18 34 137957
18 35 116908
18 36 80068
18 37 149087
18 38 38052
18 39 130147
18 40 105043
18 41 153137
18 42 100343
18 43 126006
18 44 94551
18 45 143731
18 46 144356
18 47 81257
18 48 102624
18 49 130000
18 50 144316
19 20 133022
19 21 107919
19 22 59255
19 23 152906
19 24 181101
19 25 128141
19 26 139967
19 27 124614
19 28 153588
19 29 163158
19 30 136396
19 31 243587
19 32 270199
19 33 170050
19 34 86570
19 35 149015
19 36 112175
19 37 151727
19 38 167494
19 39 162254
19 40 137150
19 41 160557
19 42 132450
19 43 177525
19 44 126658
19 45 91544
19 46 176463
19 47 113364
19 48 134731
19 49 75546
19 50 167911
20 21 25103
20 22 99157
20 23 111861
20 24 154850
20 25 36813
20 26 46261
20 27 127227
20 28 155453
20 29 101023
20 30 137509
20 31 149881
20 32 178871
20 33 128194
20 34 93090
20 35 57687
20 36 20847
20 37 60399
20 38 97273
20 39 68548
20 40 43444
20 41 93916
20 42 43500
20 43 86197
20 44 35330
20 45 98864
20 46 82757
20 47 22036
20 48 43403
20 49 82866
20 50 85095
21 22 103814
21 23 105914
21 24 149489
21 25 20222
21 26 58636
21 27 147925
21 28 130350
21 29 126126
21 30 112406
21 31 162256
21 32 162280
21 33 111603
21 34 76499
21 35 41096
21 36 33222
21 37 75740
21 38 120502
21 39 80923
21 40 58197
21 41 106291
21 42 55875
21 43 69606
21 44 18739
21 45 82273
21 46 97510
21 47 34411
21 48 26812
21 49 66275
21 50 97470
22 23 93651
22 24 121846
22 25 94276
22 26 103724
22 27 107003
22 28 94333
22 29 103903
22 30 77141
22 31 207344
22 32 236334
22 33 110795
22 34 27315
22 35 136398
22 36 78310
22 37 117862
22 38 108239
22 39 126011
22 40 100907
22 41 101302
22 42 100963
22 43 143660
22 44 92793
22 45 129197
22 46 142598
22 47 79499
22 48 100866
22 49 113199
22 50 142558
23 24 72751
23 25 126136
23 26 127072
23 27 159010
23 28 119909
23 29 25632
23 30 68235
23 31 192268
23 32 183293
23 33 203860
23 34 114493
23 35 131052
23 36 110170
23 37 149722
23 38 14588
23 39 149359
23 40 124255
23 41 136838
23 42 130445
23 43 102542
23 44 124653
23 45 93358
23 46 128690
23 47 111359
23 48 132726
23 49 77360
23 50 131028
24 25 163726
24 26 170647
24 27 187205
24 28 163484
24 29 53827
24 30 111810
24 31 256347
24 32 211488
24 33 232641
24 34 116579
24 35 174627
24 36 147760
24 37 158346
24 38 58163
24 39 192934
24 40 167830
24 41 165033
24 42 170413
24 43 146117
24 44 133277
24 45 157437
24 46 156885
24 47 148949
24 48 170316
24 49 150111
24 50 159223
25 26 41380
25 27 159635
25 28 150572
25 29 137836
25 30 132628
25 31 145000
25 32 173990
25 33 120935
25 34 88209
25 35 50428
25 36 15966
25 37 55518
25 38 111548
25 39 63667
25 40 38563
25 41 89035
25 42 36241
25 43 78938
25 44 30449
25 45 93983
25 46 77876
25 47 14777
25 48 36144
25 49 77985
25 50 80214
26 27 152244
26 28 114826
26 29 147284
26 30 97634
26 31 103620
26 32 212404
26 33 132761
26 34 97657
26 35 62254
26 36 54380
26 37 96898
26 38 112484
26 39 27921
26 40 2817
26 41 98483
26 42 45689
26 43 90764
26 44 39897
26 45 103431
26 46 89702
26 47 26603
26 48 47970
26 49 87433
26 50 81150
27 28 159692
27 29 169262
27 30 142500
27 31 217100
27 32 285364
27 33 217798
27 34 92674
27 35 166843
27 36 143669
27 37 183221
27 38 173598
27 39 174531
27 40 149427
27 41 134247
27 42 163944
27 43 154105
27 44 158152
27 45 173308
27 46 169073
27 47 144858
27 48 166225
27 49 81650
27 50 171411
28 29 145541
28 30 51674
28 31 216786
28 32 292630
28 33 171746
28 34 88266
28 35 171446
28 36 139261
28 37 178813
28 38 134497
28 39 135453
28 40 117643
28 41 195635
28 42 139549
28 43 199956
28 44 149089
28 45 94040
28 46 196686
28 47 140450
28 48 157162
28 49 78042
28 50 178338
29 30 93867
29 31 202520
29 32 157661
29 33 182116
29 34 98636
29 35 156684
29 36 121870
29 37 161422
29 38 40220
29 39 169571
29 40 144467
29 41 128957
29 42 144523
29 43 128174
29 44 136353
29 45 103610
29 46 103058
29 47 123059
29 48 144426
29 49 102992
29 50 105396
30 31 165112
30 32 251528
30 33 154554
30 34 71074
30 35 153502
30 36 117414
30 37 161621
30 38 82823
30 39 119921
30 40 94817
30 41 178443
30 42 133915
30 43 170777
30 44 131145
30 45 76848
30 46 145012
30 47 118603
30 48 130706
30 49 60850
30 50 126664
31 32 287058
31 33 236381
31 34 201277
31 35 165874
31 36 158000
31 37 168586
31 38 206856
31 39 81333
31 40 106437
31 41 202103
31 42 149309
31 43 194384
31 44 143517
31 45 207051
31 46 149644
31 47 130223
31 48 151590
31 49 191053
31 50 147306
32 33 273883
32 34 230267
32 35 175541
32 36 158024
32 37 229508
32 38 197881
32 39 234691
32 40 211965
32 41 202127
32 42 178299
32 43 147031
32 44 172507
32 45 236041
32 46 203220
32 47 188179
32 48 180580
32 49 228555
32 50 208502
33 34 138110
33 35 152699
33 36 136313
33 37 146899
33 38 202929
33 39 155048
33 40 129944
33 41 180416
33 42 127622
33 43 170319
33 44 121830
33 45 110502
33 46 169257
33 47 106158
33 48 127525
33 49 169364
33 50 187605
34 35 109083
34 36 72243
34 37 111795
34 38 99905
34 39 119944
34 40 94840
34 41 128617
34 42 92518
34 43 137593
34 44 86726
34 45 101882
34 46 134153
34 47 73432
34 48 94799
34 49 85884
34 50 136491
35 36 65806
35 37 76392
35 38 116464
35 39 84541
35 40 59437
35 41 109909
35 42 39544
35 43 44282
35 44 51323
35 45 114857
35 46 87643
35 47 61008
35 48 67908
35 49 107371
35 50 89981
36 37 71484
36 38 95582
36 39 76667
36 40 53941
36 41 73069
36 42 51619
36 43 65350
36 44 14483
36 45 78017
36 46 82596
36 47 30155
36 48 22556
36 49 90985
36 50 64248
37 38 157672
37 39 87253
37 40 94081
37 41 144553
37 42 91759
37 43 120674
37 44 85967
37 45 149501
37 46 133394
37 47 70295
37 48 91662
37 49 133503
37 50 135732
38 39 134771
38 40 109667
38 41 151426
38 42 115857
38 43 87954
38 44 110065
38 45 107946
38 46 143278
38 47 96771
38 48 118138
38 49 91948
38 50 132683
39 40 25104
39 41 120770
39 42 67976
39 43 113051
39 44 62184
39 45 125718
39 46 111989
39 47 48890
39 48 70257
39 49 109720
39 50 103437
40 41 95666
40 42 42872
40 43 87947
40 44 39458
40 45 100614
40 46 86885
40 47 23786
40 48 45153
40 49 84616
40 50 78333
41 42 93344
41 43 138419
41 44 87552
41 45 133591
41 46 137357
41 47 74258
41 48 95625
41 49 137466
41 50 137317
42 43 68054
42 44 37136
42 45 129636
42 46 82185
42 47 21464
42 48 42831
42 49 82294
42 50 100533
43 44 79833
43 45 143367
43 46 59133
43 47 64161
43 48 42794
43 49 127369
43 50 61471
44 45 92500
44 46 78771
44 47 15672
44 48 37039
44 49 76502
44 50 78731
45 46 160613
45 47 108172
45 48 100573
45 49 91658
45 50 142265
46 47 63099
46 48 84466
46 49 126307
46 50 18348
47 48 21367
47 49 63208
47 50 81447
48 49 84575
48 50 86804
49 50 141474
Case #54: Impossible
Case #55: 129
1 6 929514
1 8 833931
1 11 688981
1 14 932018
1 16 607684
1 17 963436
1 22 854723
1 24 727496
2 6 418628
2 10 595465
2 11 659161
2 13 798606
2 16 453902
2 17 809654
2 18 337696
2 21 972543
2 22 206863
2 26 979345
2 29 883233
5 7 574566
5 8 902673
5 9 421501
5 13 883861
5 19 385821
5 20 476734
5 21 795100
5 26 787630
5 29 683643
6 10 980271
6 11 240533
6 12 959497
6 13 379978
6 16 872530
6 18 756324
6 20 787105
6 21 603193
6 22 625491
6 26 995391
6 29 464605
7 8 532388
7 9 153065
7 19 960387
7 20 958327
7 21 973636
7 23 821144
7 25 814333
7 26 581438
7 27 894287
8 9 685453
8 12 754618
8 13 833066
8 15 726452
8 16 842156
8 19 986840
8 20 425939
8 21 744305
8 23 288756
8 24 774595
8 26 902723
8 27 361899
9 10 963869
9 19 807322
9 20 898235
9 21 820571
9 23 974209
9 25 661268
9 26 428373
10 12 641633
10 16 924306
10 18 933161
10 19 937305
10 20 695444
10 21 377078
10 22 802328
10 26 535496
11 12 953010
11 13 620511
11 18 996857
11 21 843726
11 22 866024
11 29 458118
12 24 558082
12 29 494892
13 20 407127
13 21 725493
13 26 883911
13 29 844583
14 16 586602
14 17 908245
14 22 833641
14 26 665583
15 23 691567
15 27 364553
16 17 355752
16 18 791598
16 20 865594
16 21 547228
16 22 247039
16 23 553400
16 26 939426
16 28 669144
16 29 978151
17 21 902980
17 22 602791
17 23 909152
17 29 622399
18 22 544559
18 26 641649
18 28 848849
19 20 862555
19 21 794007
19 23 698084
19 25 963400
19 26 401809
19 28 916682
20 21 318366
20 23 714695
20 24 601029
20 26 476784
20 27 787838
21 22 794267
21 24 919395
21 25 953789
21 26 392198
22 23 800439
22 28 916183
23 24 485839
23 27 650655
25 26 561591
Case #56: 9
3 10 419060
3 16 103318
4 8 947648
4 9 993357
4 14 296312
5 6 506168
5 8 957471
6 8 451303
10 16 522378
Case #57: 66
1 2 502323
1 3 380486
1 4 707405
1 5 408164
1 6 591591
1 7 567637
1 8 437131
1 9 492392
1 10 488473
1 11 343591
1 12 577778
2 3 195627
2 4 230658
2 5 164611
2 6 89268
2 7 202915
2 8 166847
2 9 242798
2 10 192386
2 11 158732
2 12 75455
3 4 326919
3 5 101468
3 6 284895
3 7 187151
3 8 56645
3 9 213725
3 10 181777
3 11 36895
3 12 271082
4 5 395269
4 6 319926
4 7 394957
4 8 383564
4 9 322546
4 10 423044
4 11 363814
4 12 306113
5 6 253879
5 7 288619
5 8 158113
5 9 256499
5 10 150761
5 11 64573
5 12 240066
6 7 292183
6 8 256115
6 9 208856
6 10 103118
6 11 248000
6 12 164723
7 8 243796
7 9 294803
7 10 189065
7 11 224046
7 12 278370
8 9 258735
8 10 152997
8 11 93540
8 12 242302
9 10 105738
9 11 250620
9 12 167343
10 11 144882
10 12 267841
11 12 234187
Case #58: 253
1 2 220567
1 3 53969
1 4 173835
1 5 263638
1 6 89203
1 7 65398
1 8 114737
1 9 183297
1 10 74064
1 11 84749
1 12 114280
1 13 100152
1 14 189744
1 15 147769
1 16 115107
1 17 134272
1 18 92493
1 19 56191
1 20 71837
1 21 147284
1 22 156391
1 23 41415
2 3 191706
2 4 286856
2 5 340196
2 6 226940
2 7 203135
2 8 227758
2 9 259855
2 10 150957
2 11 222486
2 12 191173
2 13 242343
2 14 331935
2 15 279036
2 16 252844
2 17 305633
2 18 230230
2 19 193928
2 20 148730
2 21 279142
2 22 232949
2 23 179152
3 4 155994
3 5 220968
3 6 60342
3 7 91197
3 8 96896
3 9 174594
3 10 45203
3 11 55888
3 12 60311
3 13 111481
3 14 201073
3 15 124787
3 16 147090
3 17 168296
3 18 63632
3 19 27330
3 20 42976
3 21 112544
3 22 147688
3 23 12554
4 5 214868
4 6 153776
4 7 170042
4 8 59098
4 9 134527
4 10 135899
4 11 159549
4 12 95683
4 13 73683
4 14 163275
4 15 207520
4 16 242240
4 17 136973
4 18 176192
4 19 183324
4 20 138126
4 21 213884
4 22 107621
4 23 166135
5 6 260617
5 7 257505
5 8 178071
5 9 80341
5 10 205327
5 11 199047
5 12 214656
5 13 163486
5 14 253078
5 15 325062
5 16 306592
5 17 226776
5 18 263907
5 19 227605
5 20 203100
5 21 159698
5 22 107247
5 23 233522
6 7 96879
6 8 125167
6 9 203462
6 10 80437
6 11 61570
6 12 120653
6 13 110582
6 14 200174
6 15 130469
6 16 111999
6 17 144702
6 18 69314
6 19 33012
6 20 78210
6 21 124105
6 22 208030
6 23 72896
